node_id	species	protocol	label	split	seed	baseline_pred_label	esm2_pred_label	baseline_pred_score	esm2_pred_score	transition	transition_display
S000000075	scerevisiae	scerevisiae	0	test	1029	0	0	0.0003008193452842	4.191205160708478e-09	TN_stable	TN_stable
S000000084	scerevisiae	scerevisiae	0	test	1029	0	0	0.0930304229259491	2.8404497243172955e-06	TN_stable	TN_stable
S000000099	scerevisiae	scerevisiae	0	test	1029	1	0	0.9664971828460692	0.4361748993396759	FP_to_TN_corrected	FP_to_TN_corrected
S000000116	scerevisiae	scerevisiae	1	test	1029	1	1	0.8932856321334839	0.9934234619140624	TP_stable	TP_stable
S000000124	scerevisiae	scerevisiae	0	test	1029	1	0	0.831111490726471	0.0135366236791014	FP_to_TN_corrected	FP_to_TN_corrected
S000000127	scerevisiae	scerevisiae	0	test	1029	0	0	0.4203914701938629	0.0529993586242198	TN_stable	TN_stable
S000000131	scerevisiae	scerevisiae	1	test	1029	1	1	0.8654428720474243	0.9982649683952332	TP_stable	TP_stable
S000000134	scerevisiae	scerevisiae	0	test	1029	0	0	0.1113376766443252	0.0326986797153949	TN_stable	TN_stable
S000000138	scerevisiae	scerevisiae	0	test	1029	0	0	0.0456132851541042	6.820535054430366e-05	TN_stable	TN_stable
S000000163	scerevisiae	scerevisiae	0	test	1029	0	0	0.0088331196457147	2.1217532619743903e-08	TN_stable	TN_stable
S000000170	scerevisiae	scerevisiae	1	test	1029	1	1	0.5054975748062134	0.91921466588974	TP_stable	TP_stable
S000000171	scerevisiae	scerevisiae	0	test	1029	0	0	0.1802095174789428	0.310451865196228	TN_stable	TN_stable
S000000182	scerevisiae	scerevisiae	0	test	1029	0	0	0.0818018391728401	0.0004163479898124	TN_stable	TN_stable
S000000184	scerevisiae	scerevisiae	0	test	1029	0	0	0.4958365857601166	0.2544355392456054	TN_stable	TN_stable
S000000186	scerevisiae	scerevisiae	0	test	1029	0	0	0.0304065719246864	4.5074029912939295e-06	TN_stable	TN_stable
S000000193	scerevisiae	scerevisiae	1	test	1029	1	1	0.943526566028595	0.9992547631263732	TP_stable	TP_stable
S000000212	scerevisiae	scerevisiae	0	test	1029	0	0	0.0100904256105422	1.5794552155057318e-06	TN_stable	TN_stable
S000000220	scerevisiae	scerevisiae	0	test	1029	0	0	0.0099020693451166	1.3840397578013251e-11	TN_stable	TN_stable
S000000223	scerevisiae	scerevisiae	0	test	1029	0	0	0.3433550596237182	0.0013121938100084	TN_stable	TN_stable
S000000224	scerevisiae	scerevisiae	0	test	1029	1	0	0.6052823662757874	0.3252805769443512	FP_to_TN_corrected	FP_to_TN_corrected
S000000238	scerevisiae	scerevisiae	0	test	1029	1	1	0.8544702529907227	0.5341467261314392	FP_persistent	persistent_FP
S000000242	scerevisiae	scerevisiae	1	test	1029	0	0	0.3410386443138122	0.1038960143923759	FN_persistent	persistent_FN
S000000253	scerevisiae	scerevisiae	1	test	1029	0	1	0.4936146736145019	0.8946393132209778	FN_to_TP_rescued	FN_to_TP_rescued
S000000259	scerevisiae	scerevisiae	1	test	1029	1	1	0.9136475920677184	0.9958592057228088	TP_stable	TP_stable
S000000265	scerevisiae	scerevisiae	0	test	1029	1	0	0.7896556258201599	0.0003224986139684	FP_to_TN_corrected	FP_to_TN_corrected
S000000267	scerevisiae	scerevisiae	0	test	1029	0	0	0.2205572128295898	1.9866422462655464e-06	TN_stable	TN_stable
S000000275	scerevisiae	scerevisiae	0	test	1029	0	0	0.0011675651185214	1.3691132451183949e-15	TN_stable	TN_stable
S000000277	scerevisiae	scerevisiae	0	test	1029	1	0	0.7654424905776978	0.0347819477319717	FP_to_TN_corrected	FP_to_TN_corrected
S000000278	scerevisiae	scerevisiae	0	test	1029	0	0	0.0528286807239055	0.0007957868510857	TN_stable	TN_stable
S000000291	scerevisiae	scerevisiae	1	test	1029	1	1	0.9186697602272034	0.7978245615959167	TP_stable	TP_stable
S000000296	scerevisiae	scerevisiae	0	test	1029	0	0	0.1176460534334182	6.097105142544024e-06	TN_stable	TN_stable
S000000300	scerevisiae	scerevisiae	0	test	1029	0	0	0.3995769321918487	0.3089314103126526	TN_stable	TN_stable
S000000305	scerevisiae	scerevisiae	0	test	1029	0	0	0.4528268277645111	0.3866868317127228	TN_stable	TN_stable
S000000309	scerevisiae	scerevisiae	0	test	1029	0	0	0.0572029575705528	7.726691286791265e-09	TN_stable	TN_stable
S000000312	scerevisiae	scerevisiae	0	test	1029	0	0	0.2550900280475616	0.0001956310443347	TN_stable	TN_stable
S000000319	scerevisiae	scerevisiae	0	test	1029	0	0	0.3141793608665466	0.0024785767309367	TN_stable	TN_stable
S000000327	scerevisiae	scerevisiae	1	test	1029	1	1	0.7306259870529175	0.9697374105453492	TP_stable	TP_stable
S000000331	scerevisiae	scerevisiae	0	test	1029	1	0	0.901400625705719	0.4604099690914154	FP_to_TN_corrected	FP_to_TN_corrected
S000000341	scerevisiae	scerevisiae	0	test	1029	0	0	0.2007703185081482	0.0106340330094099	TN_stable	TN_stable
S000000361	scerevisiae	scerevisiae	0	test	1029	0	0	0.0069358758628368	3.5050956581628157e-10	TN_stable	TN_stable
S000000365	scerevisiae	scerevisiae	0	test	1029	0	0	0.0079650273546576	4.3409622776380274e-06	TN_stable	TN_stable
S000000368	scerevisiae	scerevisiae	0	test	1029	1	0	0.7150822281837463	0.2077895700931549	FP_to_TN_corrected	FP_to_TN_corrected
S000000377	scerevisiae	scerevisiae	0	test	1029	1	0	0.630886435508728	0.0165147259831428	FP_to_TN_corrected	FP_to_TN_corrected
S000000385	scerevisiae	scerevisiae	0	test	1029	0	0	0.1941167712211609	0.0016229739412665	TN_stable	TN_stable
S000000388	scerevisiae	scerevisiae	0	test	1029	0	0	0.0005728233372792	3.1305231844303005e-13	TN_stable	TN_stable
S000000397	scerevisiae	scerevisiae	1	test	1029	1	1	0.5404067039489746	0.9883560538291932	TP_stable	TP_stable
S000000403	scerevisiae	scerevisiae	0	test	1029	0	0	0.2782757878303528	1.2386843764033983e-06	TN_stable	TN_stable
S000000404	scerevisiae	scerevisiae	0	test	1029	0	0	0.3537768125534057	0.1025979593396186	TN_stable	TN_stable
S000000406	scerevisiae	scerevisiae	1	test	1029	1	1	0.9520404934883118	0.9986758828163148	TP_stable	TP_stable
S000000409	scerevisiae	scerevisiae	0	test	1029	0	0	0.4584807753562927	0.0002355316246394	TN_stable	TN_stable
S000000411	scerevisiae	scerevisiae	0	test	1029	0	0	0.1374283283948898	0.0122548779472708	TN_stable	TN_stable
S000000420	scerevisiae	scerevisiae	0	test	1029	0	1	0.3811765611171722	0.5045167803764343	TN_to_FP_regressed	TN_to_FP_regressed
S000000422	scerevisiae	scerevisiae	0	test	1029	1	0	0.6007353067398071	0.0183822475373744	FP_to_TN_corrected	FP_to_TN_corrected
S000000423	scerevisiae	scerevisiae	0	test	1029	0	0	0.0031369046773761	9.434585308554232e-07	TN_stable	TN_stable
S000000426	scerevisiae	scerevisiae	0	test	1029	0	0	0.3017301261425018	0.0012071932433173	TN_stable	TN_stable
S000000427	scerevisiae	scerevisiae	0	test	1029	0	0	0.294430136680603	0.0128886215388774	TN_stable	TN_stable
S000000435	scerevisiae	scerevisiae	0	test	1029	1	0	0.5772483348846436	0.0390917398035526	FP_to_TN_corrected	FP_to_TN_corrected
S000000437	scerevisiae	scerevisiae	0	test	1029	0	1	0.4417138993740082	0.8932282328605652	TN_to_FP_regressed	TN_to_FP_regressed
S000000447	scerevisiae	scerevisiae	1	test	1029	1	1	0.6852366328239441	0.7274312973022461	TP_stable	TP_stable
S000000450	scerevisiae	scerevisiae	0	test	1029	1	0	0.6017021536827087	0.0010051563149318	FP_to_TN_corrected	FP_to_TN_corrected
S000000466	scerevisiae	scerevisiae	0	test	1029	0	0	0.1286374181509018	0.0003695936757139	TN_stable	TN_stable
S000000467	scerevisiae	scerevisiae	0	test	1029	0	0	0.4254559278488159	0.0031128930859267	TN_stable	TN_stable
S000000468	scerevisiae	scerevisiae	0	test	1029	0	0	0.4823645949363708	0.0014119610423222	TN_stable	TN_stable
S000000476	scerevisiae	scerevisiae	0	test	1029	0	0	0.4885202646255493	0.1158109307289123	TN_stable	TN_stable
S000000480	scerevisiae	scerevisiae	0	test	1029	0	0	0.0353047139942646	6.002973168506287e-05	TN_stable	TN_stable
S000000483	scerevisiae	scerevisiae	0	test	1029	1	1	0.5635693073272705	0.9594990015029908	FP_persistent	persistent_FP
S000000489	scerevisiae	scerevisiae	0	test	1029	0	0	0.0002529708435758	2.106646412869395e-09	TN_stable	TN_stable
S000000494	scerevisiae	scerevisiae	0	test	1029	0	0	0.2435311526060104	4.518764455951896e-07	TN_stable	TN_stable
S000000497	scerevisiae	scerevisiae	0	test	1029	0	0	0.0007047101389616	4.556254862109199e-05	TN_stable	TN_stable
S000000498	scerevisiae	scerevisiae	0	test	1029	0	0	0.1610092967748642	0.0001324588956777	TN_stable	TN_stable
S000000501	scerevisiae	scerevisiae	0	test	1029	0	0	0.0060957330279052	0.0003735001664608	TN_stable	TN_stable
S000000502	scerevisiae	scerevisiae	0	test	1029	0	0	0.0025160273071378	1.8043267118628137e-05	TN_stable	TN_stable
S000000503	scerevisiae	scerevisiae	0	test	1029	0	0	0.0182423889636993	3.9569091114799455e-08	TN_stable	TN_stable
S000000550	scerevisiae	scerevisiae	0	test	1029	0	0	0.2073014229536056	0.0259398575872182	TN_stable	TN_stable
S000000553	scerevisiae	scerevisiae	0	test	1029	0	0	0.0286877322942018	0.0180658549070358	TN_stable	TN_stable
S000000557	scerevisiae	scerevisiae	1	test	1029	0	0	0.289689302444458	0.4394329488277435	FN_persistent	persistent_FN
S000000563	scerevisiae	scerevisiae	0	test	1029	0	0	0.0263725146651268	1.1496329980340166e-22	TN_stable	TN_stable
S000000566	scerevisiae	scerevisiae	0	test	1029	1	1	0.762869119644165	0.613588273525238	FP_persistent	persistent_FP
S000000589	scerevisiae	scerevisiae	0	test	1029	0	0	0.4532004594802856	3.262467362219468e-05	TN_stable	TN_stable
S000000597	scerevisiae	scerevisiae	0	test	1029	0	0	0.0415923111140728	0.0003541669866535	TN_stable	TN_stable
S000000602	scerevisiae	scerevisiae	0	test	1029	1	0	0.6249585151672363	0.0028171155136078	FP_to_TN_corrected	FP_to_TN_corrected
S000000605	scerevisiae	scerevisiae	1	test	1029	1	1	0.8920742869377136	0.8313990831375122	TP_stable	TP_stable
S000000610	scerevisiae	scerevisiae	0	test	1029	1	0	0.5616900324821472	0.0341148152947425	FP_to_TN_corrected	FP_to_TN_corrected
S000000617	scerevisiae	scerevisiae	0	test	1029	0	0	0.0002501292910892	0.000792744627688	TN_stable	TN_stable
S000000619	scerevisiae	scerevisiae	0	test	1029	0	0	0.0988806039094924	1.3270596355141606e-07	TN_stable	TN_stable
S000000629	scerevisiae	scerevisiae	0	test	1029	0	0	0.3134458065032959	0.0005269786342978	TN_stable	TN_stable
S000000630	scerevisiae	scerevisiae	0	test	1029	1	0	0.6760786771774292	2.971101366711082e-06	FP_to_TN_corrected	FP_to_TN_corrected
S000000640	scerevisiae	scerevisiae	0	test	1029	1	0	0.6803639531135559	0.0036522175651043	FP_to_TN_corrected	FP_to_TN_corrected
S000000655	scerevisiae	scerevisiae	0	test	1029	0	0	0.0858364626765251	0.0084381951019167	TN_stable	TN_stable
S000000663	scerevisiae	scerevisiae	0	test	1029	1	0	0.5871190428733826	0.0391967669129371	FP_to_TN_corrected	FP_to_TN_corrected
S000000665	scerevisiae	scerevisiae	0	test	1029	0	0	0.4242026805877685	0.000286478549242	TN_stable	TN_stable
S000000667	scerevisiae	scerevisiae	0	test	1029	0	0	0.2052625268697738	8.916200022213161e-05	TN_stable	TN_stable
S000000679	scerevisiae	scerevisiae	0	test	1029	0	0	0.4619640409946441	0.2310108393430709	TN_stable	TN_stable
S000000680	scerevisiae	scerevisiae	0	test	1029	0	0	0.4080793559551239	0.1017996668815612	TN_stable	TN_stable
S000000684	scerevisiae	scerevisiae	0	test	1029	0	0	0.49137744307518	0.022537488490343	TN_stable	TN_stable
S000000689	scerevisiae	scerevisiae	1	test	1029	1	1	0.7481597661972046	0.7851387858390808	TP_stable	TP_stable
S000000696	scerevisiae	scerevisiae	0	test	1029	0	0	0.0182838086038827	2.456060599342891e-07	TN_stable	TN_stable
S000000697	scerevisiae	scerevisiae	0	test	1029	0	0	0.0634516254067421	6.832662620581687e-06	TN_stable	TN_stable
S000000699	scerevisiae	scerevisiae	0	test	1029	0	0	0.0311639159917831	3.0801156754023395e-06	TN_stable	TN_stable
S000000727	scerevisiae	scerevisiae	0	test	1029	0	0	0.2507427334785461	0.1341482549905777	TN_stable	TN_stable
S000000730	scerevisiae	scerevisiae	0	test	1029	0	0	0.0961513295769691	0.0208254791796207	TN_stable	TN_stable
S000000738	scerevisiae	scerevisiae	0	test	1029	0	0	0.3332215547561645	0.0081399632617831	TN_stable	TN_stable
S000000739	scerevisiae	scerevisiae	0	test	1029	0	0	0.2145196944475174	0.0242590140551328	TN_stable	TN_stable
S000000743	scerevisiae	scerevisiae	0	test	1029	0	0	0.1291613429784774	0.2307160645723343	TN_stable	TN_stable
S000000745	scerevisiae	scerevisiae	1	test	1029	1	0	0.5529271960258484	0.0027490598149597	TP_to_FN_regressed	TP_to_FN_regressed
S000000751	scerevisiae	scerevisiae	0	test	1029	0	0	0.36313197016716	1.1872472896357069e-05	TN_stable	TN_stable
S000000758	scerevisiae	scerevisiae	1	test	1029	1	1	0.9586164355278016	0.9975544810295104	TP_stable	TP_stable
S000000760	scerevisiae	scerevisiae	1	test	1029	1	0	0.625773549079895	0.0563589446246624	TP_to_FN_regressed	TP_to_FN_regressed
S000000766	scerevisiae	scerevisiae	0	test	1029	0	0	0.016034547239542	6.036005402165756e-07	TN_stable	TN_stable
S000000768	scerevisiae	scerevisiae	0	test	1029	1	0	0.6093351244926453	0.1642117351293563	FP_to_TN_corrected	FP_to_TN_corrected
S000000777	scerevisiae	scerevisiae	0	test	1029	1	0	0.7918935418128967	0.3468108475208282	FP_to_TN_corrected	FP_to_TN_corrected
S000000782	scerevisiae	scerevisiae	0	test	1029	1	0	0.7049685120582581	0.0243855640292167	FP_to_TN_corrected	FP_to_TN_corrected
S000000783	scerevisiae	scerevisiae	0	test	1029	0	0	0.0078730070963501	1.729388259263942e-07	TN_stable	TN_stable
S000000789	scerevisiae	scerevisiae	0	test	1029	0	0	0.4529353976249695	0.0142664490267634	TN_stable	TN_stable
S000000797	scerevisiae	scerevisiae	0	test	1029	0	0	0.076324425637722	0.0011430482845753	TN_stable	TN_stable
S000000798	scerevisiae	scerevisiae	0	test	1029	0	0	0.0930563732981681	1.798441871869727e-06	TN_stable	TN_stable
S000000804	scerevisiae	scerevisiae	0	test	1029	1	1	0.8151155710220337	0.8808484673500061	FP_persistent	persistent_FP
S000000810	scerevisiae	scerevisiae	1	test	1029	0	1	0.4278894364833832	0.9059527516365052	FN_to_TP_rescued	FN_to_TP_rescued
S000000823	scerevisiae	scerevisiae	1	test	1029	1	1	0.863647997379303	0.5187416076660156	TP_stable	TP_stable
S000000828	scerevisiae	scerevisiae	0	test	1029	1	1	0.5518136620521545	0.707128643989563	FP_persistent	persistent_FP
S000000830	scerevisiae	scerevisiae	0	test	1029	0	0	0.0103880343958735	3.518716695793955e-08	TN_stable	TN_stable
S000000833	scerevisiae	scerevisiae	0	test	1029	1	1	0.700125515460968	0.7975770831108093	FP_persistent	persistent_FP
S000000858	scerevisiae	scerevisiae	0	test	1029	0	0	0.3024150133132934	0.0124546140432357	TN_stable	TN_stable
S000000860	scerevisiae	scerevisiae	0	test	1029	0	0	0.183223694562912	1.1961010386585258e-06	TN_stable	TN_stable
S000000877	scerevisiae	scerevisiae	0	test	1029	0	0	0.1963730603456497	0.000292958895443	TN_stable	TN_stable
S000000884	scerevisiae	scerevisiae	1	test	1029	1	1	0.958388328552246	0.9996129870414734	TP_stable	TP_stable
S000000891	scerevisiae	scerevisiae	0	test	1029	0	0	0.4899953007698059	4.260949935996905e-05	TN_stable	TN_stable
S000000894	scerevisiae	scerevisiae	0	test	1029	1	0	0.5303418636322021	0.0032507344149053	FP_to_TN_corrected	FP_to_TN_corrected
S000000895	scerevisiae	scerevisiae	1	test	1029	0	0	0.4028961956501007	0.384857714176178	FN_persistent	persistent_FN
S000000896	scerevisiae	scerevisiae	1	test	1029	1	1	0.656365692615509	0.9995194673538208	TP_stable	TP_stable
S000000917	scerevisiae	scerevisiae	0	test	1029	0	0	0.0271485261619091	3.06956210449627e-10	TN_stable	TN_stable
S000000918	scerevisiae	scerevisiae	0	test	1029	1	0	0.6076111197471619	0.0005997470580041	FP_to_TN_corrected	FP_to_TN_corrected
S000000924	scerevisiae	scerevisiae	0	test	1029	1	0	0.718192458152771	0.0685637965798378	FP_to_TN_corrected	FP_to_TN_corrected
S000000931	scerevisiae	scerevisiae	0	test	1029	0	0	0.1621191054582595	0.0127804623916745	TN_stable	TN_stable
S000000941	scerevisiae	scerevisiae	0	test	1029	1	1	0.9637250900268556	0.5430863499641418	FP_persistent	persistent_FP
S000000942	scerevisiae	scerevisiae	0	test	1029	1	1	0.713670551776886	0.866938591003418	FP_persistent	persistent_FP
S000000953	scerevisiae	scerevisiae	0	test	1029	1	0	0.656531572341919	0.0018528706859797	FP_to_TN_corrected	FP_to_TN_corrected
S000000969	scerevisiae	scerevisiae	0	test	1029	0	0	0.1777877509593963	6.710946036037058e-05	TN_stable	TN_stable
S000000974	scerevisiae	scerevisiae	1	test	1029	1	1	0.875756025314331	0.9866281151771544	TP_stable	TP_stable
S000000979	scerevisiae	scerevisiae	0	test	1029	1	1	0.8621858358383179	0.9834622144699096	FP_persistent	persistent_FP
S000000985	scerevisiae	scerevisiae	0	test	1029	1	1	0.5762180089950562	0.691074788570404	FP_persistent	persistent_FP
S000001006	scerevisiae	scerevisiae	0	test	1029	0	0	0.3151004314422607	0.0078467661514878	TN_stable	TN_stable
S000001008	scerevisiae	scerevisiae	0	test	1029	0	0	0.1984128654003143	0.0008637090213596	TN_stable	TN_stable
S000001022	scerevisiae	scerevisiae	0	test	1029	1	1	0.5757777094841003	0.8352308869361877	FP_persistent	persistent_FP
S000001026	scerevisiae	scerevisiae	0	test	1029	0	0	0.4070262610912323	0.0375408641993999	TN_stable	TN_stable
S000001043	scerevisiae	scerevisiae	0	test	1029	1	0	0.6804768443107605	0.0004072666924912	FP_to_TN_corrected	FP_to_TN_corrected
S000001045	scerevisiae	scerevisiae	0	test	1029	1	0	0.6372696161270142	0.0286628250032663	FP_to_TN_corrected	FP_to_TN_corrected
S000001048	scerevisiae	scerevisiae	0	test	1029	0	0	0.277217835187912	0.000295002682833	TN_stable	TN_stable
S000001051	scerevisiae	scerevisiae	0	test	1029	0	0	0.0914131104946136	7.568149885628372e-05	TN_stable	TN_stable
S000001055	scerevisiae	scerevisiae	0	test	1029	1	0	0.5848275423049927	0.3913086950778961	FP_to_TN_corrected	FP_to_TN_corrected
S000001056	scerevisiae	scerevisiae	0	test	1029	0	0	0.1364054530858993	2.5853372790152207e-05	TN_stable	TN_stable
S000001058	scerevisiae	scerevisiae	0	test	1029	0	0	0.035266488790512	0.0223438628017902	TN_stable	TN_stable
S000001059	scerevisiae	scerevisiae	0	test	1029	0	0	0.0117138512432575	0.0709378495812416	TN_stable	TN_stable
S000001064	scerevisiae	scerevisiae	0	test	1029	0	0	0.0856881737709045	2.886253582801146e-07	TN_stable	TN_stable
S000001066	scerevisiae	scerevisiae	1	test	1029	0	1	0.2449872344732284	0.594237744808197	FN_to_TP_rescued	FN_to_TP_rescued
S000001071	scerevisiae	scerevisiae	0	test	1029	0	0	0.0603333078324794	6.130555902927881e-07	TN_stable	TN_stable
S000001076	scerevisiae	scerevisiae	0	test	1029	1	0	0.6915437579154968	0.2982013523578644	FP_to_TN_corrected	FP_to_TN_corrected
S000001079	scerevisiae	scerevisiae	0	test	1029	0	0	0.1042736396193504	6.633904558839276e-05	TN_stable	TN_stable
S000001088	scerevisiae	scerevisiae	0	test	1029	0	0	0.4074428081512451	8.168881322490051e-05	TN_stable	TN_stable
S000001102	scerevisiae	scerevisiae	0	test	1029	1	0	0.5760608315467834	0.0370466746389865	FP_to_TN_corrected	FP_to_TN_corrected
S000001103	scerevisiae	scerevisiae	0	test	1029	0	0	0.1254244446754455	9.001754733617418e-06	TN_stable	TN_stable
S000001105	scerevisiae	scerevisiae	0	test	1029	1	0	0.5880144238471985	0.0444048196077346	FP_to_TN_corrected	FP_to_TN_corrected
S000001109	scerevisiae	scerevisiae	0	test	1029	0	0	0.0209828112274408	0.0002814286272041	TN_stable	TN_stable
S000001114	scerevisiae	scerevisiae	1	test	1029	0	0	0.1892686188220977	0.0187073852866888	FN_persistent	persistent_FN
S000001119	scerevisiae	scerevisiae	0	test	1029	1	1	0.5316721200942993	0.8705086708068848	FP_persistent	persistent_FP
S000001120	scerevisiae	scerevisiae	0	test	1029	0	0	5.501231498783454e-05	0.0026426969561725	TN_stable	TN_stable
S000001121	scerevisiae	scerevisiae	0	test	1029	0	0	0.4028907418251037	0.1011221185326576	TN_stable	TN_stable
S000001123	scerevisiae	scerevisiae	0	test	1029	1	1	0.7914173007011414	0.9528311491012572	FP_persistent	persistent_FP
S000001126	scerevisiae	scerevisiae	0	test	1029	0	0	0.1823609173297882	0.0015156109584495	TN_stable	TN_stable
S000001129	scerevisiae	scerevisiae	0	test	1029	0	0	0.0006789707113057	7.682570526412746e-07	TN_stable	TN_stable
S000001145	scerevisiae	scerevisiae	0	test	1029	0	0	0.0173949133604764	4.178901235718513e-06	TN_stable	TN_stable
S000001150	scerevisiae	scerevisiae	0	test	1029	1	0	0.7431771755218506	0.0607432089745998	FP_to_TN_corrected	FP_to_TN_corrected
S000001154	scerevisiae	scerevisiae	0	test	1029	0	0	0.259767085313797	9.963549018721096e-06	TN_stable	TN_stable
S000001166	scerevisiae	scerevisiae	0	test	1029	0	0	0.1050385311245918	1.6243077425315278e-06	TN_stable	TN_stable
S000001168	scerevisiae	scerevisiae	0	test	1029	0	0	0.0008174727554433	4.760503546918926e-09	TN_stable	TN_stable
S000001170	scerevisiae	scerevisiae	1	test	1029	0	0	0.313682496547699	0.1471373587846756	FN_persistent	persistent_FN
S000001171	scerevisiae	scerevisiae	0	test	1029	1	1	0.6283947825431824	0.6472254991531372	FP_persistent	persistent_FP
S000001174	scerevisiae	scerevisiae	0	test	1029	0	0	0.2700300216674804	0.0022752459626644	TN_stable	TN_stable
S000001182	scerevisiae	scerevisiae	0	test	1029	0	0	0.0631880089640617	3.3007214369717985e-05	TN_stable	TN_stable
S000001183	scerevisiae	scerevisiae	0	test	1029	0	0	0.1476722061634063	2.7885942472494207e-05	TN_stable	TN_stable
S000001186	scerevisiae	scerevisiae	0	test	1029	0	0	0.0021868755575269	2.948000314972888e-07	TN_stable	TN_stable
S000001191	scerevisiae	scerevisiae	1	test	1029	1	1	0.9327488541603088	0.6992524266242981	TP_stable	TP_stable
S000001198	scerevisiae	scerevisiae	0	test	1029	0	0	0.0235382765531539	1.707440424070228e-05	TN_stable	TN_stable
S000001207	scerevisiae	scerevisiae	1	test	1029	1	0	0.5044388175010681	0.006577496882528	TP_to_FN_regressed	TP_to_FN_regressed
S000001208	scerevisiae	scerevisiae	1	test	1029	1	1	0.9172675609588624	0.951473593711853	TP_stable	TP_stable
S000001222	scerevisiae	scerevisiae	0	test	1029	0	0	0.4530547559261322	0.0136839281767606	TN_stable	TN_stable
S000001225	scerevisiae	scerevisiae	0	test	1029	0	0	0.0679936408996582	0.0011195493862032	TN_stable	TN_stable
S000001248	scerevisiae	scerevisiae	0	test	1029	0	0	0.2256357669830322	0.1378028243780136	TN_stable	TN_stable
S000001249	scerevisiae	scerevisiae	0	test	1029	0	0	0.1656527370214462	0.104581631720066	TN_stable	TN_stable
S000001270	scerevisiae	scerevisiae	0	test	1029	1	0	0.842775821685791	0.3150096833705902	FP_to_TN_corrected	FP_to_TN_corrected
S000001271	scerevisiae	scerevisiae	0	test	1029	0	0	0.0297225229442119	0.0015821702545508	TN_stable	TN_stable
S000001273	scerevisiae	scerevisiae	0	test	1029	0	0	0.0007963678799569	7.612026092829183e-05	TN_stable	TN_stable
S000001282	scerevisiae	scerevisiae	0	test	1029	0	0	0.2152393609285354	0.00096402305644	TN_stable	TN_stable
S000001295	scerevisiae	scerevisiae	0	test	1029	0	0	0.2740358412265777	0.3334628343582153	TN_stable	TN_stable
S000001299	scerevisiae	scerevisiae	0	test	1029	0	0	0.0551917143166065	7.467996510968078e-06	TN_stable	TN_stable
S000001307	scerevisiae	scerevisiae	0	test	1029	0	0	0.002361147198826	5.4476817723525535e-08	TN_stable	TN_stable
S000001308	scerevisiae	scerevisiae	1	test	1029	1	0	0.5482766032218933	0.2393998205661773	TP_to_FN_regressed	TP_to_FN_regressed
S000001317	scerevisiae	scerevisiae	0	test	1029	0	0	0.0006447646883316	7.522813660898464e-08	TN_stable	TN_stable
S000001319	scerevisiae	scerevisiae	0	test	1029	0	0	2.6513932880334323e-06	1.818772403794356e-07	TN_stable	TN_stable
S000001323	scerevisiae	scerevisiae	1	test	1029	1	1	0.9140732884407043	0.9606348276138306	TP_stable	TP_stable
S000001329	scerevisiae	scerevisiae	0	test	1029	0	0	0.0943351611495018	0.0035923633258789	TN_stable	TN_stable
